Claim type,"Nutrient substance, food or food category", Claim, Conditions of use of the claim / Restrictions of use / Reasons for non-authorisation, Health relationship, EFSA opinion reference, Commission Regulation, Status, Entry Id
Art.13(1),"Fibersol-2
(a resistant dextrin, i.e. a soluble dietary fiber)","Attenuates/moderates the rise in blood lipids/fats after a meal; helps to manage/
control blood lipids/fat levels; for people who need to control their blood lipid/fat levels.","Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this claimed effect for this food has not been substantiated.",Maintenance of normal (fasting) blood concentrations of triglycerides,2011;9(4):2070,,Non-authorised,2927
Art.13(1),"Fibersol-2
(a resistant dextrin, i.e. a soluble dietary fiber)","Attenuates/moderates the rise in blood lipids/fats after a meal; helps to manage/
control blood lipids/fat levels; for people who need to control their blood lipid/fat levels.","Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this claimed effect for this food has not been substantiated.",maintenance of normal blood LDL-cholesterol concentrations,2011;9(4):2070,,Non-authorised,2927
Art.13(1),<em>Lactobacillus rhamnosus</em>,"Attraverso il riequilibro della flora intestinale contribuisce a migliorare il benessere della pelle e quindi anche la salute del cuoio capellutoe  dei capelli. . Agisce a alivello inetstinale favorendo il miglior assorbimento di tutti i componenti contenuti in Bioscalin antiforfora, migliorandio così la loro disponibilità.","Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this food is not sufficiently characterised for a scientific assessment of this claimed effect and the claim could not therefore be substantiated.","Lactobacillus rhamnosus LR04 related to the following claimed effect: 'balancing intestinal flora, improves skin, scalp and hair health'",2010;8(2):1470,,Non-authorised,2968
,,,,,2012;10(8):2854,,,
Art.13(1),"Lactobacilli Probiotics as contained in the probiotic formula A’Biotica / Lacidofil:
- Lactobacillus acidophilus
- <em>Lactobacillus rhamnosus</em>","A’Biotica promotes a healthy balance of good bacteria, thereby supporting health, digestion and immunity for patients taking antibiotics.
A’Biotica/Lacidofil probiotic maintains a healthy balanced intestinal microflora during and after antibiotic therapy","Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this food is not sufficiently characterised for a scientific assessment of this claimed effect and the claim could not therefore be substantiated.",not validated,2009;7(9):1247,,Non-authorised,926
Art.13(1),Folic Acid,B-vitamins and vitamin C are essential for the energy metabolism / the transfomation of food into energy,"Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this claimed effect for this food has not been substantiated.",energy-yielding metabolism,2009;7(9):1213,,Non-authorised,90
Art.13(1),Branched-chain amino acids,BCAAs aid recovery after exercise,"Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this claimed effect for this food has not been substantiated.",faster recovery from muscle fatigue after exercise,2010;8(10):1790,,Non-authorised,447
Art.13(1),Branched-chain amino acids,BCAAs aid recovery after exercise,"Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this claimed effect for this food has not been substantiated.",growth or maintenance of muscle mass,2010;8(10):1790,,Non-authorised,447
Art.13(1),Branched-chain amino acids,"BCAAs aids muscle recovery after exercise
BCAAs reduce muscle breakdown after exercise
BCAAs have an anabolic effect on protein metabolism after exercise
BCAAs support muscle growth","Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this claimed effect for this food has not been substantiated.",growth or maintenance of muscle mass,2010;8(10):1790,,Non-authorised,442
Art.13(1),Branched-chain amino acids,BCAAs aids muscle recovery after training,"Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this claimed effect for this food has not been substantiated.",faster recovery from muscle fatigue after exercise,2010;8(10):1790,,Non-authorised,448
Art.13(1),Branched-chain amino acids,BCAAs aids muscle recovery after training,"Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this claimed effect for this food has not been substantiated.",growth or maintenance of muscle mass,2010;8(10):1790,,Non-authorised,448
Art.13(1),Branched-chain amino acids,BCAAs improve mental performance after exercise,"Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this claimed effect for this food has not been substantiated.",improvement of cognitive function after exercise,2010;8(10):1790,,Non-authorised,446
Art.13(1),Branched-chain amino acids,"BCAAs increase protein synthesis, a vital part of the muscle-building process
BCAAs support muscle growth","Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this claimed effect for this food has not been substantiated.",growth or maintenance of muscle mass,2010;8(10):1790,,Non-authorised,444
Art.13(1),Branched-chain amino acids,"BCAAs maintain an optimised immune function during training
BCAAs provide essential fuel for the immune system","Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this claimed effect for this food is not a beneficial physiological effect as required by the Regulation.",“Healthy immune system”,2010;8(10):1790,,Non-authorised,449
Art.13(1),Branched-chain amino acids,"BCAAs reduce perceived exertion during exercise
BCAAs make your workouts feel easier","Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this claimed effect for this food has not been substantiated.",reduction in perceived exertion during exercise,2010;8(10):1790,,Non-authorised,450
Art.13(1),Branched-chain amino acids,"BCAAs reduce the loss of muscle power following high altitude training
BCAAs help you maintain muscle power following high altitude exposure","Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this claimed effect for this food has not been substantiated.",attenuation of the decline in muscle power following exercise at high altitude,2010;8(10):1790,,Non-authorised,443
Art.13(1),<em>Lactobacillus plantarum</em> LB931 DSM 11918,"Balances and strengthen the bacterial flora in the urogenital area
Balances and strengthen the bacterial flora in the intestine
Normalizes the bacterial flora in the intestine and urogenital area
(Helps to) strengthen the natural defences
Supports a healt","Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this food is not sufficiently characterised for a scientific assessment of this claimed effect and the claim could not therefore be substantiated.",not validated,2009;7(9):1247,,Non-authorised,1063
Art.13(1),Whole-grain,Balances sugar metabolism.,"Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this food is not sufficiently characterised for a scientific assessment of this claimed effect and the claim could not therefore be substantiated.",not validated,2010;8(10):1766,,Non-authorised,833
Art.13(1),"A combination of three probiotic ingredients; <em>Lactobacillus casei</em> F19, Bifidobacterium lactis Bb12 and Lactobacillus acidophilus La5","Balances the gut flora. 
Helps to restore an unbalanced gut flora.
Supports a healthy gut flora.
Supports a healthy gut flora during antibiotic treatment
Supports a healthy gut flora during temporary disturbances eg. stress and antibiotic treatment","Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this food is not sufficiently characterised for a scientific assessment of this claimed effect and the claim could not therefore be substantiated.",not validated,2009;7(9):1247,,Non-authorised,923
Art.13(1),"Dairy products containing the combination of three probiotic ingredients; 
<em>Lactobacillus casei</em> F19, Bifidobacterium lactis Bb12, Lactobacillus acidophilus La5","Balances the gut flora. 
Supports a healthy gut flora.
Support gastrointestinal conditions during antibiotic treatment","Non-compliance with the Regulation because on the basis of the scientific evidence assessed, this food is not sufficiently characterised for a scientific assessment of this claimed effect and the claim could not therefore be substantiated.",not validated,2009;7(9):1247,,Non-authorised,1086
